"cell_type","MonocyteScore","ResidentScore"
"Macrophage_Kupffer",-0.377545601029703,0.719900341552577
"Macrophage_Kupffer",0.344847277714268,-0.315798366456483
"Macrophage_Kupffer",-0.233366194954681,2.03259523151279
"Macrophage_Kupffer",1.16197583050377,-0.366580324386146
"Macrophage_Kupffer",-0.374440445251252,-0.214555423416918
"S100A8hi_macrophage",-0.0776792401193999,-0.224873633718092
"S100A8hi_macrophage",-0.193644080703109,-0.22808442368898
"Macrophage_Kupffer",0.117505670743246,-0.225738561216086
"Macrophage_Kupffer",0.624762304791385,-0.152430737463848
"Macrophage_Kupffer",-0.262703123649717,-0.0102464422649787
"S100A8hi_macrophage",0.371774499577712,0.16526252073889
"Macrophage_Kupffer",-0.374270034859576,1.14067866576298
"S100A8hi_macrophage",0.0246063905135915,-0.18637119608539
"Macrophage_Kupffer",0.234606731158533,-0.287015531990763
"Macrophage_Kupffer",-0.534298706929324,2.34963625521551
"Macrophage_Kupffer",1.44327783880612,-0.29033609014405
"Macrophage_Kupffer",1.54889015930994,-0.362943108143014
"S100A8hi_macrophage",0.160173369612785,0.17080461390859
"Macrophage_Kupffer",0.112487346289206,-0.0358886935434832
"Neutrophil",1.24947231706874,-0.0540613210691151
"Macrophage_Kupffer",-0.60712389630157,2.16931596682611
"Macrophage_Kupffer",-0.371866422518427,-0.110879689733152
"Macrophage_Kupffer",0.0123892569932456,-0.115080723455777
"Macrophage_Kupffer",-0.423553484826078,-0.34459930941508
"Macrophage_Kupffer",0.846971665307332,-0.355058924016809
"Macrophage_Kupffer",0.176346382916447,-0.297981416382823
"S100A8hi_macrophage",0.0474511447525434,-0.181900174973233
"Macrophage_Kupffer",-0.222616858168991,2.48370851713721
"S100A8hi_macrophage",0.0683829374139083,-0.109023565610845
"S100A8hi_macrophage",-0.377418049753924,0.170295999557694
"S100A8hi_macrophage",-0.0775780807638194,0.154036694904241
"S100A8hi_macrophage",-0.0408801319588245,-0.193882935943225
"Macrophage_Kupffer",1.43042649900479,-0.351765657230688
"Macrophage_Kupffer",0.0269544411941529,-0.336188432318694
"S100A8hi_macrophage",-0.0710107888617681,0.186742052637672
"Macrophage_Kupffer",1.53610339749678,-0.328476166970754
"S100A8hi_macrophage",0.205346621013945,-0.207470432623428
"Macrophage_Kupffer",-0.0285691917273837,-0.217926315038212
"Macrophage_Kupffer",0.903947803545859,-0.189603125663426
"S100A8hi_macrophage",0.475415797551815,-0.142635355587457
"Macrophage_Kupffer",1.5970734436499,-0.346522784442886
"Macrophage_Kupffer",2.34694245456128,-0.157602174677772
"Macrophage_Kupffer",1.01781749116155,-0.092857126943752
"Macrophage_Kupffer",-0.041434467723764,1.58640199862474
"Macrophage_Kupffer",-0.538285578620884,1.92344411501748
"Macrophage_Kupffer",-0.476510622452421,-0.27656618219271
"S100A8hi_macrophage",0.46021981810311,-0.165374297370225
"S100A8hi_macrophage",-0.415452618952768,-0.254494763649347
"Macrophage_Kupffer",-0.527350015656919,-0.126741001803481
"Neutrophil",1.17957567124747,-0.185960847696061
"Macrophage_Kupffer",0.286647417406631,-0.072826565081266
"Macrophage_Kupffer",-0.573411211101578,1.41873404208066
"Neutrophil",0.943991736122752,-0.218380466456665
"S100A8hi_macrophage",-0.412865139564891,0.0739479736819477
"Macrophage_Kupffer",1.09036381693322,-0.332469668396422
"Macrophage_Kupffer",-0.251714078883371,0.444705488372563
"Macrophage_Kupffer",2.10937128317057,-0.146520308120214
"Macrophage_Kupffer",2.21666323990834,-0.258727231480789
"S100A8hi_macrophage",0.382215007421647,0.187706274145457
"Macrophage_Kupffer",-0.30758244623842,-0.229276003091269
"Macrophage_Kupffer",0.135009111667558,-0.174764810768772
"Macrophage_Kupffer",-0.0464925525710185,0.734641181679728
"S100A8hi_macrophage",-0.348481402186139,0.0738618536629171
"Macrophage_Kupffer",1.17295493777998,-0.209042115048703
"Macrophage_Kupffer",1.54389755514549,-0.00263455173247817
"Macrophage_Kupffer",0.607492150673117,-0.353239749564569
"Macrophage_Kupffer",-0.168729564110441,3.24776318360669
"Macrophage_Kupffer",0.910511262302559,-0.297518904767596
"Macrophage_Kupffer",-0.554255842077832,2.54045982384516
"S100A8hi_macrophage",-0.0229493407607479,-0.147728372994309
"Macrophage_Kupffer",1.45649710106825,-0.118755754294624
"S100A8hi_macrophage",0.312728660792678,-0.183565992922523
"Macrophage_Kupffer",-0.272165898534634,1.18330301018387
