"origin_group","Ly6c2_pct","Ccr2_pct","Sell_pct","Plac8_pct","Chil3_pct","Clec4f_pct","Timd4_pct","Vsig4_pct","Cd5l_pct","Marco_pct","Trem2_pct","Gpnmb_pct","Ly6c2_avg","Ccr2_avg","Sell_avg","Plac8_avg","Chil3_avg","Clec4f_avg","Timd4_avg","Vsig4_avg","Cd5l_avg","Marco_avg","Trem2_avg","Gpnmb_avg"
"S100A8hi_macrophage",0.0871212121212121,0.0303030303030303,0.53030303030303,0.195075757575758,0.0132575757575758,0.178030303030303,0.0189393939393939,0.053030303030303,0.189393939393939,0.0227272727272727,0.00946969696969697,0.0208333333333333,0.185942252400565,0.0525774048234573,1.19073772086312,0.446861281418708,0.0246260372729546,0.338224817854046,0.036923257910568,0.0964511788657332,0.36266505618462,0.0395890611525054,0.0149127568803956,0.0607597101008864
"Kupffer_resident",0.0591647331786543,0.145011600928074,0.0638051044083527,0.251740139211137,0.0359628770301624,0.703016241299304,0.375870069605568,0.597447795823666,0.709976798143852,0.301624129930394,0.206496519721578,0.10092807424594,0.0905895543881467,0.295966673509449,0.0727921615798094,0.43380018907259,0.0817032528773026,2.54101552992145,0.714846349840492,1.77781203987061,2.6393987011875,0.703471181506345,0.307346058179351,0.209577977024038
"Macrophage_MoMF_LAM",0.448471121177803,0.765571913929785,0.218573046432616,0.695356738391846,0.429218573046433,0.20554926387316,0.0215175537938845,0.0781426953567384,0.303510758776897,0.0447338618346546,0.525481313703284,0.300113250283126,0.846080284305703,1.61852935778707,0.284137805534176,1.96106049112589,0.850507462370949,0.199907219812466,0.0191032419240152,0.0857196186841298,0.378717394311745,0.0376162339250015,0.701821826618438,0.548477158343865
"Neutrophil",0.901098901098901,0.0769230769230769,0.868131868131868,0.549450549450549,0.626373626373626,0.10989010989011,0.032967032967033,0.0549450549450549,0.21978021978022,0.032967032967033,0.021978021978022,0.021978021978022,2.02698512419349,0.108934686993292,1.46603423915686,0.665064813801006,1.9478157894084,0.109853393694599,0.0348700044368117,0.0555593271002549,0.205772026453119,0.0328969751615227,0.0387084840619698,0.0448812834211518
