"cluster","gene","avg_log2FC","p_val_adj"
"Hepatocyte","Ppia",0.566666888879356,2.61699099124762e-147
"Hepatocyte","Glrx5",2.68563038743413,3.7003015952482e-144
"Hepatocyte","Ghitm",1.88260101628732,1.77684673887404e-143
"Hepatocyte","Insig2",2.48330751083025,8.11199902803486e-140
"Hepatocyte","Fh1",3.0252110038517,4.24523652538669e-137
"Hepatocyte","Cox8a",0.966759461607413,5.32367079009631e-137
"Hepatocyte","Ndufa5",2.22816857435145,3.11517727773873e-136
"Hepatocyte","Ndufv3",2.05981008099377,1.45371131086707e-130
"Hepatocyte","Iah1",2.79193484178725,1.85992585077401e-130
"Hepatocyte","Bckdha",2.78039467136017,1.90612988594973e-129
"Hepatocyte","Ndufb2",2.31239352045529,7.2260666994142e-128
"Hepatocyte","Hadha",2.25595593950406,1.3648711610076e-124
"Hepatocyte","Tubb2a",2.74729294901235,8.26526133411537e-123
"Hepatocyte","Atp5f1",1.72244921378446,2.33232458263678e-120
"Hepatocyte","Park7",2.10015777858786,1.55777501820692e-116
"Hepatocyte","Ugdh",2.71634873153237,8.03563875536591e-115
"Hepatocyte","Ndufa10",2.19784167168739,5.56282268457999e-109
"Hepatocyte","Mcee",2.80078039306017,1.84904519916066e-107
"Hepatocyte","Aars",2.6488008676941,1.36811326274081e-106
"Hepatocyte","Eif1",0.52710142539983,2.14191404554107e-105
"Hepatocyte","Cyb5b",2.36697994693622,5.10607758750422e-104
"Hepatocyte","Ndufb10",2.0642673892172,2.06948522486066e-103
"Hepatocyte","Fmo1",1.93628572458361,5.42615208933554e-101
"Hepatocyte","Psen2",2.00719124981974,1.98749642640213e-100
"Hepatocyte","Cebpa",2.38193386038112,1.92787971970152e-96
"Hepatocyte","AY036118",1.06590826778304,3.73520063707864e-96
"Hepatocyte","Ndufa7",1.61278037327203,1.82378694131856e-94
"Hepatocyte","Atp5c1",1.51910794561727,2.01353171192958e-90
"Hepatocyte","Cd302",2.0844019055488,2.37908458676148e-90
"Hepatocyte","Sod2",1.73166907818604,4.24011815556113e-90
"Hepatocyte","Mrpl12",2.52854282324518,1.51433100139877e-89
"Hepatocyte","Ndufb9",1.87836249862452,8.06713730216996e-88
"Hepatocyte","Pigr",2.2091535528626,5.03863027976298e-86
"Hepatocyte","Sdhb",2.2795544149441,1.0613699739313e-85
"Hepatocyte","Uqcrh",1.021327463727,1.66534348485622e-84
"Hepatocyte","Acbd5",2.07586944208338,4.6839876342817e-83
"Hepatocyte","Hint1",1.36511550490609,3.77332771812926e-81
"Hepatocyte","Ak2",2.23258586676491,1.16874566098143e-76
"Hepatocyte","Ndufb6",2.21338720063126,3.33521410003384e-75
"Hepatocyte","Sucla2",2.41705690091398,4.95732254918908e-74
"Hepatocyte","Lamtor5",0.506307167665498,1.14965990299251e-73
"Hepatocyte","Ndufb4",2.01914217430902,1.51119378529606e-73
"Hepatocyte","Blvrb",2.01709469246265,2.29939576337074e-70
"Hepatocyte","Ddi2",0.550058040390811,2.90275817308206e-70
"Hepatocyte","Dap",2.17246371190112,1.56422730769689e-69
"Hepatocyte","Copz1",0.505498876264913,5.09177792823457e-69
"Hepatocyte","Tomm5",0.527007683299967,7.96966456338777e-69
"Hepatocyte","Tmem256",1.93518019115121,2.65257617625408e-68
"Hepatocyte","Apob",2.5282886390062,3.04155904660788e-68
"Hepatocyte","Eci2",2.46510609501366,1.97886177950436e-67
"Hepatocyte","Eif3l",0.501500014815794,5.55990129374829e-67
"Hepatocyte","Slc25a39",2.09675549557035,7.46973000384604e-67
"Hepatocyte","Dctn3",0.576279440814551,1.7046810033999e-65
"Hepatocyte","Rer1",0.580590511896312,2.06996273350216e-65
"Hepatocyte","Romo1",1.82639903318653,8.93118268221086e-64
"Hepatocyte","Nudc",0.51045567841182,7.17652895343578e-62
"Hepatocyte","S100a10",0.990959288325553,7.85975315385088e-62
"Hepatocyte","Atxn7l3b",0.521443535033886,1.08214100725702e-61
"Hepatocyte","Csnk2a1",0.596473488556602,1.58203364250474e-61
"Hepatocyte","Pfdn2",0.620575620610189,4.39429049405276e-59
"Hepatocyte","Gabarapl2",0.515788013455345,5.35119445318094e-59
"Hepatocyte","Dnajc19",2.30133533844971,5.79517569413659e-59
"Hepatocyte","Map2k2",0.640899455255815,5.89498442234197e-59
"Hepatocyte","Acsl1",1.96063029694355,7.1163358928138e-59
"Hepatocyte","St13",1.4558271937194,3.13612952476605e-57
"Hepatocyte","Pdap1",0.622502930927659,5.08111154946514e-57
"Hepatocyte","Hadhb",1.94135771956382,5.08401995727144e-57
"Hepatocyte","1810058I24Rik",2.05167228449338,1.70120408599923e-56
"Hepatocyte","Iqgap2",0.623775912929203,2.98330137427869e-56
"Hepatocyte","Ciao2a",0.539482570158664,3.07152664402267e-56
"Hepatocyte","Cs",0.701162698187611,3.87604138747432e-56
"Hepatocyte","Cir1",0.647928917068075,4.22568725003757e-56
"Hepatocyte","Sars",0.544109992798908,7.55641027872172e-56
"Hepatocyte","Hspa4",0.617906358852995,7.91532093971265e-56
"Hepatocyte","Idh3g",0.522248221867569,9.02879903605386e-56
"Hepatocyte","Txndc9",0.580884741997827,1.34344829918225e-54
"Hepatocyte","Ndufs3",2.23232654554916,1.86299172147419e-54
"Hepatocyte","Hsd17b12",0.612819502909913,4.04476570112704e-54
"Hepatocyte","Sdhd",2.18201533605005,6.22215165253953e-54
"Hepatocyte","Prelid1",0.571395803696068,8.20596770484216e-54
"Hepatocyte","Azin1",0.580274006652094,1.21180771091189e-53
"Hepatocyte","Swi5",1.86299351212374,3.12046549712575e-53
"Hepatocyte","Grpel1",2.37511081709163,1.52332733313654e-52
"Hepatocyte","Dnaja1",1.1987406041786,5.00645553332482e-52
"Hepatocyte","Higd1a",1.90468003040623,3.64273059060308e-51
"Hepatocyte","Cyc1",2.16645572811505,3.81022103257067e-51
"Hepatocyte","Vps29",0.671363604296626,4.53517503861916e-51
"Hepatocyte","Hprt",0.541965889771638,2.20206834707536e-50
"Hepatocyte","Copb2",0.775845997409876,6.24473180826772e-50
"Hepatocyte","Strap",0.618817587550956,7.09864376148526e-50
"Hepatocyte","Tecr",0.604086483339663,1.11383825892682e-49
"Hepatocyte","Mrpl57",0.582944417707194,3.2184434119632e-49
"Hepatocyte","Eno1",1.54035562426089,6.12827291906026e-49
"Hepatocyte","Aco2",0.711712232425564,7.83956050129962e-49
"Hepatocyte","Fkbp3",0.640911290482554,9.87294965312848e-49
"Hepatocyte","Akr1a1",1.23596741216933,2.09684015850469e-48
"Hepatocyte","Ccdc152",1.24723170602518,3.31742304801357e-48
"Hepatocyte","Cwc15",0.717439001627178,3.39494586533393e-48
"Hepatocyte","Coa5",0.662227383304698,3.4280101016607e-48
"Hepatocyte","Lsm12",0.66808636812986,3.83306446898585e-48
"Hepatocyte","Tbrg1",0.610716614211701,5.34069076667923e-48
"Hepatocyte","Psmd13",0.727168306900805,2.17713660381768e-47
"Hepatocyte","Zfp706",0.581221028626863,2.51206604877211e-47
"Hepatocyte","Polr2f",0.697197323547105,3.60998911378571e-47
"Hepatocyte","Pebp1",1.80104881154679,1.29584388857632e-46
"Hepatocyte","Csnk2b",0.677697882624562,1.35980940470174e-46
"Hepatocyte","Rnh1",0.523640842509684,1.36412804979306e-46
"Hepatocyte","Eloc",0.670214807169233,1.75320640914424e-45
"Hepatocyte","Anxa7",0.661056887182762,3.53574639372691e-45
"Hepatocyte","Kat2b",0.641918470165503,4.9229027481839e-45
"Hepatocyte","Cope",0.767353808969174,4.19561352867844e-44
"Hepatocyte","Pgk1",1.48444977808481,5.61250282021006e-44
"Hepatocyte","Sdhc",2.01355787847946,1.56226189498007e-43
"Hepatocyte","Nudt4",1.68974170211507,5.17520030889232e-43
"Hepatocyte","Grcc10",0.518246375280427,5.57600416522601e-43
"Hepatocyte","Iscu",1.8577726921114,1.89240379522616e-42
"Hepatocyte","U2af1",0.737950994770591,2.47975973747571e-42
"Hepatocyte","Polr2l",2.27359102667835,3.07259841961594e-42
"Hepatocyte","Nedd8",0.52580121779857,4.89004199758437e-42
"Hepatocyte","Naa50",0.6716263771703,6.91373948307027e-42
"Hepatocyte","Edf1",1.72810271532903,2.04880700750125e-41
"Hepatocyte","Dnaja2",0.701541125433841,3.7447971251304e-41
"Hepatocyte","Nol7",0.695712887973018,4.17644790640467e-41
"Hepatocyte","Cpne3",0.650816463081914,1.58281398905103e-40
"Hepatocyte","Tomm6",1.38191962946106,2.19658255738232e-40
"Hepatocyte","Mrfap1",0.573827205988148,2.26851996725353e-40
"Hepatocyte","Ran",0.519312091510721,4.7774670245657e-40
"Hepatocyte","Tmco1",0.713658092568511,2.77950507999483e-39
"Hepatocyte","Pa2g4",0.726591425825039,5.58291983346145e-39
"Hepatocyte","Mrpl24",0.727139710425229,7.36349417886661e-39
"Hepatocyte","Gspt1",0.770588134357217,7.72344495922907e-39
"Hepatocyte","Dctn2",0.736450357605334,1.89655332841975e-37
"Hepatocyte","Adipor2",0.730363631232955,2.82932618738634e-36
"Hepatocyte","Hpgd",0.868001272212646,3.20761905616211e-36
"Hepatocyte","Arl1",0.793187507056956,3.07650809550132e-35
"Hepatocyte","Ube2r2",0.753987900641279,3.75432729533763e-35
"Hepatocyte","Ndufb3",1.71648207492935,6.08021946585047e-35
"Hepatocyte","Aamp",0.796407130791012,2.00882400606603e-34
"Hepatocyte","Psmd2",0.759131056526692,2.26360725105807e-34
"Hepatocyte","Ubxn1",0.733267498929905,2.5318031129992e-34
"Hepatocyte","Nucks1",0.503646874279453,2.5481284376653e-34
"Hepatocyte","Eprs",0.77306043639472,5.76509249417428e-34
"Hepatocyte","Paip2",0.644134313955135,6.8255658047578e-34
"Hepatocyte","Morf4l2",0.735388722439451,8.25762233107632e-34
"Hepatocyte","Fkbp8",0.844030757301935,9.95795641158529e-34
"Hepatocyte","Prkd3",0.670955114817901,2.57513714354383e-33
"Hepatocyte","Ywhag",0.732701632425011,3.62647841472851e-33
"Hepatocyte","Anapc13",1.89496440952433,1.09598245204214e-32
"Hepatocyte","D8Ertd738e",0.618591819011603,2.92310032159182e-32
"Hepatocyte","Prdx5",0.791662798075215,3.27398839625596e-32
"Hepatocyte","Arl5a",0.65936267984429,1.10123486611804e-31
"Hepatocyte","Tmem167",0.710511920494441,1.34146936109989e-31
"Hepatocyte","Sec31a",0.766966722530348,4.89513853078033e-31
"Hepatocyte","Mrpl23",0.932314700552157,5.6072886164662e-30
"Hepatocyte","Polr2k",0.882067070459971,1.45934354784862e-29
"Hepatocyte","Oat",3.47317294085623,2.3504533041779e-29
"Hepatocyte","Denr",0.812501177001104,3.40469739566454e-29
"Hepatocyte","Acaa1a",2.05712542292807,7.40576497854881e-29
"Hepatocyte","Mgll",1.03670071879782,7.75062997607862e-29
"Hepatocyte","Eif4e",0.823444496593131,2.91005772973847e-28
"Hepatocyte","Nadk",0.647476515014503,3.05410092365203e-28
"Hepatocyte","Ndufs2",1.9355331575546,9.72774741023978e-28
"Hepatocyte","Psma5",0.921867477486946,1.32399090113579e-27
"Hepatocyte","Mlf2",0.914237861632238,7.62084473983352e-27
"Hepatocyte","Stip1",0.893597883120231,4.64119598762887e-26
"Hepatocyte","Dlst",0.855674499110626,1.2246842341731e-25
"Hepatocyte","Cript",0.93550073645451,2.71166590408989e-25
"Hepatocyte","Ndufs7",1.87351465732039,3.38314108189801e-25
"Hepatocyte","Ddrgk1",0.800421286003492,3.4875700815231e-25
"Hepatocyte","Rtf2",0.945775185371741,8.27517694935451e-25
"Hepatocyte","Nars",0.826849744054964,1.84611133461951e-24
"Hepatocyte","Srp72",0.916807873657913,2.72506460685102e-24
"Hepatocyte","Chmp5",0.785564030658504,6.94643841155648e-24
"Hepatocyte","Pomp",1.17843439414713,6.96965062529614e-24
"Hepatocyte","Oaz1",0.67053908870778,2.70637828299543e-23
"Hepatocyte","C3",1.47203099916139,3.16296489283126e-23
"Hepatocyte","Twf1",0.822687140103291,3.62490846906116e-23
"Hepatocyte","Cox17",0.556243915095119,1.05706611762434e-21
"Hepatocyte","Ndufv2",1.86729880893241,1.21911130530972e-21
"Hepatocyte","Pdcd5",0.890993906245959,3.00262775598118e-21
"Hepatocyte","Glrx3",0.920491664413605,5.45170895523425e-21
"Hepatocyte","Chchd1",1.0136987749788,1.00016846768026e-20
"Hepatocyte","H1f0",0.555048511413722,1.04094366477638e-20
"Hepatocyte","Eny2",1.85103435160121,1.22211253371654e-20
"Hepatocyte","Timm8b",1.93999487788187,1.37669850018575e-20
"Hepatocyte","Uqcrc1",1.95045830770466,1.66043323979382e-20
"Hepatocyte","Rdx",1.31897615668069,6.07892184238476e-20
"Hepatocyte","Thoc7",0.969502530008171,1.04600945891035e-19
"Hepatocyte","Psmd7",0.946627737593256,3.28463231598857e-19
"Hepatocyte","Ogdh",0.967522577053093,3.92551421856899e-19
"Hepatocyte","Slc9a3r1",0.916491698949705,4.02699785148418e-18
"Hepatocyte","Lypla1",1.73697173772675,1.3981940464512e-17
"Hepatocyte","Snrpd3",0.963959737470416,1.94058201943342e-17
"Hepatocyte","Glul",2.27971071108022,2.68389469797101e-17
"Hepatocyte","Rtraf",0.929854412946744,3.57308050063809e-17
"Hepatocyte","Timm23",1.00819691556482,4.07632154958192e-17
"Hepatocyte","Idh3b",1.90146096216958,4.38032779610833e-17
"Hepatocyte","Bag1",0.909720010596723,5.0009446626864e-17
"Hepatocyte","Ndufa11",1.75075192437611,1.16555916072647e-16
"Hepatocyte","Micos13",1.768679648064,5.58199717575876e-16
"Hepatocyte","Cops9",0.727554368844873,7.59769379006222e-16
"Hepatocyte","Psmd8",0.911499435496109,8.28306572812825e-16
"Hepatocyte","Aurkaip1",1.0273131414228,9.92115621062675e-16
"Hepatocyte","Vapa",0.786404695188354,1.00089527790018e-15
"Hepatocyte","Cyb5r3",1.26645106643801,1.53146622188703e-15
"Hepatocyte","Mrpl14",1.99386830027928,1.57305544092965e-15
"Hepatocyte","Ilrun",0.924083046094243,4.61439835993639e-15
"Hepatocyte","Psmb2",0.942306226044899,8.50194834654451e-15
"Hepatocyte","Psma2",0.810064056428816,1.06186906529793e-14
"Hepatocyte","Ndufa12",1.81198312700208,2.46355560347857e-14
"Hepatocyte","Phb2",1.07989127198355,3.18680574559887e-14
"Hepatocyte","Cct8",0.940417657866303,4.52373121017711e-14
"Hepatocyte","Ifi27",1.65985829894909,3.76556817612277e-13
"Hepatocyte","Tcp1",0.975013641628001,4.85678173913013e-13
"Hepatocyte","Sap18",1.00448319674182,7.14628600615368e-13
"Hepatocyte","Dstn",1.1639009522177,1.03973836666526e-12
"Hepatocyte","Wasl",0.767205986135732,2.36075383097103e-12
"Hepatocyte","Micos10",0.803430085601257,2.55950340891757e-12
"Hepatocyte","Txndc17",0.899393829277177,2.87616253510644e-12
"Hepatocyte","Ndufs4",1.06682372765593,3.34860531795511e-12
"Hepatocyte","Psmb1",0.72376892511031,6.62813186486022e-12
"Hepatocyte","Tomm70a",1.01894547942267,2.50265725642372e-11
"Hepatocyte","Hdlbp",1.50538222043921,2.83335233249805e-11
"Hepatocyte","Psme4",1.15203045141618,5.57625102578998e-11
"Hepatocyte","Mrpl30",1.08468572167994,1.07527725772986e-10
"Hepatocyte","Txnrd1",0.713731907997063,4.17640811473534e-10
"Hepatocyte","Ubqln1",1.16805446514926,6.78832364725085e-10
"Hepatocyte","Tbca",0.864679614012423,1.15714910133658e-09
"Hepatocyte","Mrpl52",0.70733688915439,1.25979901677103e-09
"Hepatocyte","Ndufa8",1.73329927235486,2.09354839918149e-09
"Hepatocyte","Ost4",0.843367566111379,3.13063947431783e-09
"Hepatocyte","Immt",1.02065293537323,6.35579150735605e-09
"Hepatocyte","Psma1",1.02486785479151,1.12087584004924e-08
"Hepatocyte","Pfdn1",1.06890933396021,1.36768849105807e-08
"Hepatocyte","Uqcc2",1.1350805914199,2.69567507122171e-08
"Hepatocyte","Rab5if",0.971938155867759,2.8780676583792e-08
"Hepatocyte","Vdac1",1.76397487305301,4.59748240523148e-08
"Hepatocyte","Nfia",1.06204297281881,5.60937004144053e-08
"Hepatocyte","Nop10",1.34273879541239,1.096826073145e-07
"Hepatocyte","Krcc1",1.06648705910399,1.71059423029387e-07
"Hepatocyte","Cct6a",1.00369771393092,2.06770941568878e-07
"Hepatocyte","Zfand6",1.0052457575968,3.76919999638724e-07
"Hepatocyte","Psmc1",1.12815033467509,4.52216098283609e-07
"Hepatocyte","Psmd4",1.04448109887222,5.58471391237036e-07
"Hepatocyte","Dynll2",1.42249314704968,6.57747210440612e-07
"Hepatocyte","Psmd11",1.06671912624239,6.90303618951556e-07
"Hepatocyte","Tubb4b",1.48405200494893,7.33580313875049e-07
"Hepatocyte","Psmb6",1.51654012809068,7.8579169161318e-07
"Hepatocyte","Cox16",1.09956135345385,9.87265931920646e-07
"Hepatocyte","Cmpk1",1.42718945528952,1.15747031027422e-06
"Hepatocyte","Hypk",1.17625909593781,1.22400514556556e-06
"Hepatocyte","Gng5",0.6413496309117,1.39966462284934e-06
"Hepatocyte","Chmp2a",0.886201796517267,2.82282868801018e-05
"Hepatocyte","Pdhb",1.16808221977841,2.97663050026072e-05
"Hepatocyte","Elovl5",1.8687422410498,3.18723794640586e-05
"Hepatocyte","Ap3s1",1.08970177096806,4.35108757976654e-05
"Hepatocyte","Pgam1",1.28923976077238,4.55973005042416e-05
"Hepatocyte","Lamtor4",1.02711755622713,4.78115213740211e-05
"Hepatocyte","Ndufb11",1.32346365120757,4.80305284608336e-05
"Hepatocyte","Ptges3",1.16230266218157,0.000225659057135109
"Hepatocyte","Synj2bp",1.09532202759823,0.000966981286958917
"Hepatocyte","Nme1",1.43142506538531,0.00111700495817977
"Hepatocyte","Rab18",1.11335994729769,0.0011556333939997
"Hepatocyte","Lsm6",1.1967951739382,0.0014946476219292
"Hepatocyte","Marc2",1.58236506715381,0.00281781100079008
"Hepatocyte","Pin4",1.23630262214103,0.00303789265758598
"Hepatocyte","Eif5a",0.661202523020652,0.00339191829852207
"Hepatocyte","Slirp",1.22963398706806,0.0125211810468197
"Hepatocyte","Pdcd6",1.217696374089,0.0150649155566602
"Hepatocyte","Atp5g2",0.826790070250523,0.0173591176574732
"Hepatocyte","Psmc3",1.13037702599762,0.0176021752598366
"Hepatocyte","Atg3",1.17418151817779,0.0249437369058928
"Hepatocyte","Arrdc3",0.95023840515382,0.0251166926863861
"Hepatocyte","Acly",1.27032256553146,0.0293619292444211
"Hepatocyte","Sec61g",0.771976477130536,0.0462762972158713
"Hepatocyte","Psmb5",1.55283119902574,0.0565458523665368
"Hepatocyte","Mrpl20",1.23977894399899,0.072071199248858
"Hepatocyte","Atp6v1e1",1.03370775674861,0.0925964149495082
"Hepatocyte","Vdac3",1.19117177197096,0.121150624432722
"Hepatocyte","Prdx2",1.40072170701626,0.123457071178173
"Hepatocyte","Dynlt3",1.08156748163902,0.124700355212345
"Hepatocyte","Higd2a",1.11681210082689,0.128835299895368
"Hepatocyte","Mrps33",1.24922923527416,0.212749483833591
"Hepatocyte","Mdh2",1.40585301982105,0.263795953861052
"Hepatocyte","Mrps21",1.17126675317996,0.27135152359386
"Hepatocyte","Lpin2",1.66879099213608,0.340415708356218
"Hepatocyte","Psmb4",0.994179635054267,0.342795138734039
"Hepatocyte","Ndufa1",1.0890789973477,0.3682369279386
"Hepatocyte","Timm13",1.52723948521568,0.455265594583046
"Hepatocyte","Dynlrb1",1.36265414714489,0.609705599929231
"Hepatocyte","Psma7",1.00823845489697,0.750202561627324
"Hepatocyte","Ndufs8",1.63099814808858,1
"Hepatocyte","Lgals8",1.51625757184256,1
"Hepatocyte","Pnpla8",1.45237939199887,1
"Hepatocyte","Rexo2",1.43889344424611,1
"Hepatocyte","Rnf11",1.39927759375893,1
"Hepatocyte","Psmd1",1.33415193156356,1
"Hepatocyte","Mtch2",1.27560904904069,1
"Hepatocyte","Ndufb7",1.27316740606462,1
"Hepatocyte","Ndufc2",1.17650880047168,1
"Hepatocyte","Lamtor2",1.1505597676307,1
"Hepatocyte","Psmb3",1.09837812854949,1
"Hepatocyte","Ndufa13",1.03320703072477,1
"Hepatocyte","Rab1a",0.914953150042111,1
"Hepatocyte","Psma3",0.908875174822523,1
"Hepatocyte","Sqstm1",0.899996911880449,1
"Hepatocyte","Vamp8",0.824452267348092,1
"Hepatocyte","Creg1",0.713330198939327,1
"Hepatocyte","Sec61b",0.567851616861337,1
"Hepatocyte","Gabarap",0.567810426401163,1
"Macrophage_Kupffer","F13a1",5.63475959340217,0
"Macrophage_Kupffer","Trem2",4.95577742141166,0
"Macrophage_Kupffer","Lyz2",4.8693213125417,0
"Macrophage_Kupffer","Clec4a1",4.8606629822374,0
"Macrophage_Kupffer","Ear2",4.82820184181136,0
"Macrophage_Kupffer","Ms4a7",4.735187854418,0
"Macrophage_Kupffer","Clec4a3",4.69986133590706,0
"Macrophage_Kupffer","Lpl",4.57717873142042,0
"Macrophage_Kupffer","Cx3cr1",4.57080483871908,0
"Macrophage_Kupffer","Klra2",4.56055055222902,0
"Macrophage_Kupffer","Adgre4",4.54326731487826,0
"Macrophage_Kupffer","Gm36161",4.45684562337199,0
"Macrophage_Kupffer","Ms4a6d",4.40339829156842,0
"Macrophage_Kupffer","Fcgr1",4.38816559370669,0
"Macrophage_Kupffer","Csf1r",4.26978297569644,0
"Macrophage_Kupffer","Mcub",4.19806583914942,0
"Macrophage_Kupffer","Ptpro",4.15811629352243,0
"Macrophage_Kupffer","C3ar1",4.15378543979645,0
"Macrophage_Kupffer","Cmklr1",4.08826003566198,0
"Macrophage_Kupffer","Ms4a6c",4.03766882400084,0
"Macrophage_Kupffer","Nupr1",4.02260958328907,0
"Macrophage_Kupffer","Axl",3.97975027801306,0
"Macrophage_Kupffer","Slamf8",3.97436764709512,0
"Macrophage_Kupffer","C1qb",3.94001640082772,0
"Macrophage_Kupffer","Itgb5",3.88818011749551,0
"Macrophage_Kupffer","Fcgr4",3.86166136595134,0
"Macrophage_Kupffer","Gm21188",3.84944177911596,0
"Macrophage_Kupffer","C1qc",3.83886309379731,0
"Macrophage_Kupffer","Tbxas1",3.83563819118226,0
"Macrophage_Kupffer","Chil3",3.82275193347286,0
"Macrophage_Kupffer","Ctss",3.80610613420343,0
"Macrophage_Kupffer","Cd68",3.80175503693171,0
"Macrophage_Kupffer","Apobec1",3.79577586554789,0
"Macrophage_Kupffer","Myof",3.79139408693705,0
"Macrophage_Kupffer","E230029C05Rik",3.78336060899579,0
"Macrophage_Kupffer","P2ry6",3.77693553423581,0
"Macrophage_Kupffer","Gas2l3",3.77392744670855,0
"Macrophage_Kupffer","Sirpb1c",3.75139713865168,0
"Macrophage_Kupffer","Tgfbi",3.72196812187237,0
"Macrophage_Kupffer","C1qa",3.71240789896395,0
"Macrophage_Kupffer","Adgre1",3.69862452463462,0
"Macrophage_Kupffer","Clec4a2",3.68973566170945,0
"Macrophage_Kupffer","Aif1",3.67129164336023,0
"Macrophage_Kupffer","Slc11a1",3.66385444930358,0
"Macrophage_Kupffer","Fcgr3",3.6630619879258,0
"Macrophage_Kupffer","Cd300c2",3.62588243369225,0
"Macrophage_Kupffer","Lgals3",3.62521866580051,0
"Macrophage_Kupffer","Gpr141",3.62366172650735,0
"Macrophage_Kupffer","Treml4",3.61052546047389,0
"Macrophage_Kupffer","Pla2g4a",3.58608704137773,0
"Macrophage_Kupffer","Tnfrsf11a",3.50742005579571,0
"Macrophage_Kupffer","Lrp1",3.49846651312903,0
"Macrophage_Kupffer","Hmox1",3.4946407293845,0
"Macrophage_Kupffer","Slc8a1",3.48756085835506,0
"Macrophage_Kupffer","Tnfrsf21",3.46852655924207,0
"Macrophage_Kupffer","Grk3",3.41001055336403,0
"Macrophage_Kupffer","Pilrb1",3.35349576811725,0
"Macrophage_Kupffer","Slc7a8",3.33800020948274,0
"Macrophage_Kupffer","Lrrc25",3.33497975308804,0
"Macrophage_Kupffer","Clec12a",3.33317223670979,0
"Macrophage_Kupffer","Cybb",3.32940029193121,0
"Macrophage_Kupffer","Emilin2",3.32696003108001,0
"Macrophage_Kupffer","Cd300lb",3.3032678403875,0
"Macrophage_Kupffer","Tifab",3.29989973950898,0
"Macrophage_Kupffer","Cd300a",3.29939909776406,0
"Macrophage_Kupffer","Igsf6",3.29556615523519,0
"Macrophage_Kupffer","Hk2",3.28906359028897,0
"Macrophage_Kupffer","Ccl9",3.28110115069936,0
"Macrophage_Kupffer","Thbs1",3.22537810327094,0
"Macrophage_Kupffer","Il18bp",3.19857239916001,0
"Macrophage_Kupffer","Pla2g15",3.19261397589955,0
"Macrophage_Kupffer","Tnfsf13",3.18043102626949,0
"Macrophage_Kupffer","Cd14",3.17878605014925,0
"Macrophage_Kupffer","Ifi211",3.17838538294333,0
"Macrophage_Kupffer","Ctsc",3.15037360328949,0
"Macrophage_Kupffer","Ccr2",3.14374746342431,0
"Macrophage_Kupffer","Adap1",3.13673127981143,0
"Macrophage_Kupffer","Hck",3.12603533107854,0
"Macrophage_Kupffer","Pilrb2",3.09477981580206,0
"Macrophage_Kupffer","Tlr7",3.06627155561734,0
"Macrophage_Kupffer","Pla2g7",3.05419730919433,0
"Macrophage_Kupffer","Acp2",3.04414149943065,0
"Macrophage_Kupffer","Metrnl",3.04088513438506,0
"Macrophage_Kupffer","Gngt2",3.04051162078697,0
"Macrophage_Kupffer","Slc15a3",3.03482174481825,0
"Macrophage_Kupffer","Wfdc17",3.03481028285837,0
"Macrophage_Kupffer","Lst1",2.99806169167913,0
"Macrophage_Kupffer","Tmem86a",2.98754051567922,0
"Macrophage_Kupffer","Mpeg1",2.96824213878616,0
"Macrophage_Kupffer","Gpr35",2.96383199841955,0
"Macrophage_Kupffer","Nxpe4",2.95916614011089,0
"Macrophage_Kupffer","Rassf4",2.95028081342222,0
"Macrophage_Kupffer","Rab7b",2.94743705533864,0
"Macrophage_Kupffer","Mafb",2.93592272334675,0
"Macrophage_Kupffer","Csf2ra",2.91481022691737,0
"Macrophage_Kupffer","Ms4a4c",2.91040234174001,0
"Macrophage_Kupffer","Fcer1g",2.89453744577715,0
"Macrophage_Kupffer","Fn1",2.88975519629668,0
"Macrophage_Kupffer","Tnip3",2.88635994841679,0
"Macrophage_Kupffer","Cd300ld",2.88476128811087,0
"Macrophage_Kupffer","Gm5150",2.8784476750804,0
"Macrophage_Kupffer","Hk3",2.87630477603293,0
"Macrophage_Kupffer","Cfp",2.87499898066917,0
"Macrophage_Kupffer","Sdc3",2.85970834103115,0
"Macrophage_Kupffer","Abhd12",2.85966835884247,0
"Macrophage_Kupffer","Tlr2",2.85640196273514,0
"Macrophage_Kupffer","Tlr13",2.85447633949156,0
"Macrophage_Kupffer","Cers6",2.85295022008529,0
"Macrophage_Kupffer","Adap2",2.85065413641374,0
"Macrophage_Kupffer","Sowahc",2.84669790366538,0
"Macrophage_Kupffer","Lpcat2",2.84459201717258,0
"Macrophage_Kupffer","Pltp",2.84410099365184,0
"Macrophage_Kupffer","Slc16a10",2.82593208707934,0
"Macrophage_Kupffer","Mitf",2.82555137832757,0
"Macrophage_Kupffer","Calhm6",2.82284483993956,0
"Macrophage_Kupffer","Atp1a3",2.81729464184249,0
"Macrophage_Kupffer","Zfp703",2.80192464651858,0
"Macrophage_Kupffer","Pirb",2.79474793452242,0
"Macrophage_Kupffer","Hacd4",2.78445347240466,0
"Macrophage_Kupffer","Ccl6",2.75257623423499,0
"Macrophage_Kupffer","S100a4",2.75126647481774,0
"Macrophage_Kupffer","Ctsb",2.72409000833041,0
"Macrophage_Kupffer","Tnfrsf1b",2.70794190904498,0
"Macrophage_Kupffer","Pilra",2.69413617146942,0
"Macrophage_Kupffer","Psap",2.68384908895191,0
"Macrophage_Kupffer","Fgr",2.68379722286588,0
"Macrophage_Kupffer","Irf5",2.68316703213814,0
