"cluster","gene","avg_log2FC","p_val_adj"
"Cholangiocyte","Chp1",0.640598708359897,1.20379287986155e-74
"Cholangiocyte","Pebp1",0.701400217163693,1.39549685516273e-74
"Cholangiocyte","Spata6",1.14561499070605,1.55506868019684e-74
"Cholangiocyte","Srek1",0.993093800368494,2.26297985024334e-74
"Cholangiocyte","Nisch",0.964752363962065,2.89578744618398e-74
"Cholangiocyte","Osgin2",1.3975328569833,3.10342599311774e-74
"Cholangiocyte","Topors",1.10064744020361,5.57375401334487e-74
"Cholangiocyte","Cyth2",1.19169127754962,7.27321981017033e-74
"Cholangiocyte","Nxt2",0.814069327524527,8.79591441055812e-74
"Cholangiocyte","Ppme1",1.19118622961478,1.06993900443536e-73
"Cholangiocyte","Il11ra1",1.08543687653045,1.33415096000672e-73
"Cholangiocyte","Smim1",1.0674844737618,1.49606965212342e-73
"Cholangiocyte","Pacsin2",0.954280506865347,1.71042758007344e-73
"Cholangiocyte","Myo6",0.597018435363635,2.18434805420931e-73
"Cholangiocyte","Sinhcaf",1.40193438326918,2.86795022655535e-73
"Cholangiocyte","Btbd7",0.93856815862186,3.08502365764097e-73
"Cholangiocyte","Thoc7",0.747866005958231,4.18742574117696e-73
"Cholangiocyte","H1f0",0.985576241966332,6.02001620245912e-73
"Cholangiocyte","Wipi1",1.08430611740815,6.20318812978037e-73
"Cholangiocyte","Myadm",0.856991480525739,9.37625084157119e-73
"Cholangiocyte","Insr",0.502928000323881,1.02847480309542e-72
"Cholangiocyte","Ggct",0.738830006909073,1.1942604637386e-72
"Cholangiocyte","Nop58",1.0662271051636,1.68782421616029e-72
"Cholangiocyte","Pts",0.550733063095068,1.75482578504596e-72
"Cholangiocyte","Tvp23b",0.843276852985188,2.1921596127827e-72
"Cholangiocyte","Pja1",0.663829551157139,2.24502086353044e-72
"Cholangiocyte","Mid2",1.27339580784314,4.27623076356568e-72
"Cholangiocyte","Ilvbl",1.51903912833727,7.64193056029138e-72
"Cholangiocyte","Abcc9",0.736883933175717,9.45600917700331e-72
"Cholangiocyte","Arid1b",0.945951005911073,9.57093070012324e-72
"Cholangiocyte","Tmem245",0.882266380473421,9.65536288610098e-72
"Cholangiocyte","Zfp644",0.968125816425271,1.01881412813913e-71
"Cholangiocyte","Cyp4f13",1.26895296993928,2.13789008347253e-71
"Cholangiocyte","Pgrmc2",0.712606211056526,2.57635398431486e-71
"Cholangiocyte","Dtd1",0.83866550494197,2.61425806613972e-71
"Cholangiocyte","Slc16a10",0.920365320041452,4.04882812242347e-71
"Cholangiocyte","Dcbld1",1.04453253630802,4.41041427808675e-71
"Cholangiocyte","Ddost",1.14156114224059,5.95496140730533e-71
"Cholangiocyte","Trak2",0.983666955967511,8.06631243850058e-71
"Cholangiocyte","Bmp6",1.32141030859931,8.78394407326084e-71
"Cholangiocyte","Acad9",1.08283311864693,1.19460373718781e-70
"Cholangiocyte","Senp6",0.861451197682097,1.67298965902866e-70
"Cholangiocyte","Ly6e",0.959704955252556,1.97203110660619e-70
"Cholangiocyte","Map3k5",1.12024711886614,2.16938668885284e-70
"Cholangiocyte","Spryd7",1.04309577593702,2.60803725897008e-70
"Cholangiocyte","Trim28",1.08153297972738,2.99406798018348e-70
"Cholangiocyte","Crybg1",1.02014518367128,3.022237975476e-70
"Cholangiocyte","Akap13",0.937533930632249,5.65574240800763e-70
"Cholangiocyte","Pcyox1",0.844599909645332,6.14892720328833e-70
"Cholangiocyte","Wsb1",1.07907716661914,7.77739237212186e-70
"Cholangiocyte","Vps72",1.1159654292425,7.83568271890213e-70
"Cholangiocyte","Adamts1",0.901102728697316,9.52680377819458e-70
"Cholangiocyte","Micall1",1.3097111493874,9.55874925492969e-70
"Cholangiocyte","Zfp609",1.66510877552316,1.15202807644795e-69
"Cholangiocyte","Fundc2",0.755490891494969,1.81671550981366e-69
"Cholangiocyte","Tubb4b",0.50384549538947,2.24263510203811e-69
"Cholangiocyte","Vtn",0.540146278216439,2.70260805659005e-69
"Cholangiocyte","Faf2",0.952331414640026,3.12806448947609e-69
"Cholangiocyte","Upf3b",0.892799304812839,3.17325917376541e-69
"Cholangiocyte","H3f3b",0.779355795503363,3.6657759909911e-69
"Cholangiocyte","Sec11a",0.847055056261601,4.62916785831984e-69
"Cholangiocyte","Smim8",0.739100179527687,5.24696500739046e-69
"Cholangiocyte","Gcc2",0.780512263772437,6.32707942513177e-69
"Cholangiocyte","Creb3l3",0.52428678666373,8.30944602799477e-69
"Cholangiocyte","Csrnp1",1.09641796876723,8.66328049127829e-69
"Cholangiocyte","Cd81",0.689449351940201,8.90236082295863e-69
"Cholangiocyte","Bhlhe40",0.853088493681881,1.40674931052258e-68
"Cholangiocyte","Agap1",1.03100781544509,2.58195220612504e-68
"Cholangiocyte","Ahcyl1",0.629240722857499,2.89964364032928e-68
"Cholangiocyte","Cbfa2t2",1.20829469232377,2.96883846381013e-68
"Cholangiocyte","Rnf169",1.05351106888706,3.50116495248313e-68
"Cholangiocyte","Smarcc1",1.03181351384283,4.11614062737366e-68
"Cholangiocyte","Knop1",0.776493987568526,4.17438626964488e-68
"Cholangiocyte","Mfsd6",1.31330934508918,4.24174953406617e-68
"Cholangiocyte","Wdr45b",0.802253908734726,4.41369563300645e-68
"Cholangiocyte","Champ1",1.3559738327965,5.14772683324858e-68
"Cholangiocyte","Zfp326",0.988008529655983,5.9248380044603e-68
"Cholangiocyte","Nsfl1c",0.8596389879713,6.39990463213416e-68
"Cholangiocyte","Med25",1.11809817817352,6.69549821834651e-68
"Cholangiocyte","Zc3h14",0.878455202365673,1.03682021316875e-67
"Cholangiocyte","Ccnd2",0.990119920770065,1.2702046112903e-67
"Cholangiocyte","Metap2",0.742191330667305,1.74130690387908e-67
"Cholangiocyte","Bcr",0.877007745608435,2.77300038816862e-67
"Cholangiocyte","Emc4",0.862053168402594,4.17980014153922e-67
"Cholangiocyte","Mia3",0.98765732366149,4.20892379895861e-67
"Cholangiocyte","Pip4k2c",1.1840510228197,5.74081379819816e-67
"Cholangiocyte","Svil",1.0846936196761,6.12743110400947e-67
"Cholangiocyte","Atraid",0.729407925789664,8.28962637705781e-67
"Cholangiocyte","Med19",0.932654030366533,9.96724458860067e-67
"Cholangiocyte","Nfic",0.712023957818678,1.02595801210991e-66
"Cholangiocyte","Commd1",0.667497567274365,1.06889529384374e-66
"Cholangiocyte","Abcc5",0.971350940925567,1.08920850980003e-66
"Cholangiocyte","Herpud1",0.724653508563513,1.0925674370252e-66
"Cholangiocyte","Gmcl1",1.23550686255902,1.29380123931018e-66
"Cholangiocyte","Rnf103",1.1100505604746,1.9890889061979e-66
"Cholangiocyte","Zfyve9",1.00060422397145,4.0893150817782e-66
"Cholangiocyte","Vps36",0.514961796381525,4.61849543754042e-66
"Cholangiocyte","Tnfaip8",1.03109496616486,4.89904952717891e-66
"Cholangiocyte","Nudt2",0.768291946918557,5.04381637801656e-66
"Cholangiocyte","Drosha",1.46751407265472,5.1281202063506e-66
"Cholangiocyte","Phax",0.767745724713857,5.59340200674652e-66
"Cholangiocyte","Cacfd1",1.19498437680014,5.63235791706158e-66
"Cholangiocyte","Fnta",0.688753656652681,6.72527320249505e-66
"Cholangiocyte","Cep162",1.32714920649426,7.5675048498983e-66
"Cholangiocyte","Mpp7",1.01660517160028,8.37999036965573e-66
"Cholangiocyte","Msantd4",0.692181285637419,8.94626605986832e-66
"Cholangiocyte","Naa80",1.12864062952294,1.11198182989763e-65
"Cholangiocyte","Plekhg3",1.05526067012191,1.12924041143349e-65
"Cholangiocyte","Spcs1",0.815476243397011,1.47008378735622e-65
"Cholangiocyte","Tnrc6a",0.84750236750221,2.24899696605176e-65
"Cholangiocyte","Sun1",1.12727934247779,2.25507033715396e-65
"Cholangiocyte","Mfsd10",1.3690814439688,2.68710699908058e-65
"Cholangiocyte","Usp22",1.11161803954107,2.86281778768726e-65
"Cholangiocyte","Mea1",0.600762185553784,2.99858430652527e-65
"Cholangiocyte","Rybp",0.973479008794171,4.92932271744452e-65
"Cholangiocyte","Tmpo",0.7333824931021,5.41268756652535e-65
"Cholangiocyte","Anapc11",0.962378647359574,9.12721071173838e-65
"Cholangiocyte","Rab3d",1.43105097681064,1.09122130392933e-64
"Cholangiocyte","Kdm1a",0.845337031455935,1.28131690683503e-64
"Cholangiocyte","Pcmtd2",0.66317630178673,1.47692684279626e-64
"Cholangiocyte","Cuedc2",1.15525758560678,1.76122731566714e-64
"Cholangiocyte","Scn1b",1.0213679498584,1.95578386915326e-64
"Cholangiocyte","Cdc25a",1.73387777282208,2.01951805964788e-64
"Cholangiocyte","Dbndd2",1.28099480799355,2.04901653896478e-64
"Cholangiocyte","Tm7sf3",0.985913091790914,2.15248301454806e-64
"Cholangiocyte","Mgat4b",0.936678791496177,2.3519325982617e-64
"Cholangiocyte","Ctdsp2",0.76945879664362,2.45458028801764e-64
"Cholangiocyte","Gaa",1.11636462699032,3.52800712383867e-64
"Cholangiocyte","Zmynd11",0.736910024629303,4.25014456600379e-64
"Cholangiocyte","Tmbim6",0.825904043282853,4.25569721191417e-64
"Cholangiocyte","Fry",1.18080557846228,4.91245413351451e-64
"Cholangiocyte","Fam98b",0.928921011387053,4.91360172461198e-64
"Cholangiocyte","Scyl2",0.988910960430786,7.52335457727086e-64
"Cholangiocyte","Rpl22l1",0.881115325011999,8.38082008272811e-64
"Cholangiocyte","Cltb",0.530265416715019,8.96990981110749e-64
"Cholangiocyte","Prkcsh",0.938273963776436,9.4218468736111e-64
"Cholangiocyte","Hax1",0.851581168821874,9.58538228036837e-64
"Cholangiocyte","Sdccag8",1.23004382631673,1.00703739116402e-63
"Cholangiocyte","Glg1",0.843251447589016,1.09870033970624e-63
"Cholangiocyte","Sipa1l1",0.834632002694713,1.24134846629067e-63
"Cholangiocyte","Stox2",0.533271422650814,1.5057372326707e-63
"Cholangiocyte","Mesd",1.0852586153682,1.79779925822217e-63
"Cholangiocyte","Nr1d2",0.604888639939664,1.92232475117106e-63
"Cholangiocyte","Plec",0.851242059428964,2.31926686465955e-63
"Cholangiocyte","Faap20",1.17086786236256,2.72864684476145e-63
"Cholangiocyte","Rbbp8",0.947230404553522,4.05736504749825e-63
"Cholangiocyte","Paip1",0.671929947645707,4.06064239732624e-63
"Cholangiocyte","Ash2l",1.09023331149131,4.24500867453284e-63
"Cholangiocyte","Rcn2",0.899645934028614,4.63943586783087e-63
"Cholangiocyte","Hs2st1",0.990941702028189,4.80438554056642e-63
"Cholangiocyte","Anapc5",0.804087229472846,5.88824785529049e-63
"Cholangiocyte","Cpeb4",0.696002034714675,6.07940778479455e-63
"Cholangiocyte","Cdkn2aip",1.12192497564304,6.12634228225154e-63
"Cholangiocyte","Zfp260",0.732012971773469,6.21852310341062e-63
"Cholangiocyte","Alkbh7",0.843439923243511,6.32574751338919e-63
"Cholangiocyte","Ppfibp1",0.779473281754438,9.63290396244716e-63
"Cholangiocyte","Actr6",1.284807551767,1.16322448510759e-62
"Cholangiocyte","Jmy",0.965482709379169,1.31524838713749e-62
"Cholangiocyte","Clcn4",1.06856644606057,1.41459918206639e-62
"Cholangiocyte","Tor1aip2",0.541258435098325,1.43211711428093e-62
"Cholangiocyte","Pdcl3",0.895940225436435,1.55467889094144e-62
"Cholangiocyte","Cfdp1",0.570477977098011,1.97192338271103e-62
"Cholangiocyte","Ankrd28",0.871761928773724,2.26532525865776e-62
"Cholangiocyte","Zbtb10",0.867316429305915,2.61877013355253e-62
"Cholangiocyte","Ikbip",1.51555518385151,3.21473516345909e-62
"Cholangiocyte","Ylpm1",0.966061688461395,3.30614172073971e-62
"Cholangiocyte","Slc25a51",0.894084167367283,3.39056417909824e-62
"Cholangiocyte","Gsk3b",0.809046711804814,3.84408297251142e-62
"Cholangiocyte","Klhdc2",0.675461110512529,4.52157061781027e-62
"Cholangiocyte","Tle3",0.896297588446831,4.53750637436403e-62
"Cholangiocyte","Lasp1",0.758115211786514,4.79080674844147e-62
"Cholangiocyte","Pik3c2a",0.722962552385811,4.93959626443736e-62
"Cholangiocyte","Thumpd1",0.817465586964593,5.38447708976978e-62
"Cholangiocyte","Stam",0.948546273570026,5.46925375971003e-62
"Cholangiocyte","Maco1",0.929120512649315,6.65913066522869e-62
"Cholangiocyte","Lats1",0.82871042461422,8.20087508098978e-62
"Cholangiocyte","Ces2g",0.695977679876183,9.85437758399267e-62
"Cholangiocyte","Mpp5",0.789540044998479,1.10142257096077e-61
"Cholangiocyte","Vmp1",0.871256394558547,1.1049043112963e-61
"Cholangiocyte","Lrrc8d",1.01694871907649,1.17142435906403e-61
"Cholangiocyte","Add1",0.825240277760305,1.24573242717319e-61
"Cholangiocyte","Zfp36",0.980763077403803,1.60618449178588e-61
"Cholangiocyte","Ehmt1",0.87324135326616,1.85384979151982e-61
"Cholangiocyte","Rassf1",1.3420203437195,1.8726808244523e-61
"Cholangiocyte","Wbp1",1.02837001176335,2.12461817358711e-61
"Cholangiocyte","Exoc7",0.742640337799964,2.13119296453384e-61
"Cholangiocyte","Cpeb2",0.779893963236054,3.97253308168311e-61
"Cholangiocyte","Birc2",0.845907929599378,4.29679928717988e-61
"Cholangiocyte","Fubp3",0.720913692271445,4.4068330256052e-61
"Cholangiocyte","Tmem60",0.945743708487873,4.6304302768861e-61
"Cholangiocyte","Mpdz",0.998876516921935,4.69574456524943e-61
"Cholangiocyte","Sclt1",1.09209475994677,5.28776534173325e-61
"Cholangiocyte","Rnd3",1.02723958374592,5.84043878737847e-61
"Cholangiocyte","Scmh1",1.31217789110093,6.12281797299361e-61
"Cholangiocyte","Frs2",1.09191605157176,9.2590028158895e-61
"Cholangiocyte","Numa1",0.873881177290587,1.00043573473192e-60
"Cholangiocyte","Pum1",0.811988189319418,1.00162649117782e-60
"Cholangiocyte","Eri3",1.03311109889355,1.13141226755205e-60
"Cholangiocyte","Cir1",0.512560203982332,1.32025040483854e-60
"Cholangiocyte","Fto",0.944882408215358,1.48446655018908e-60
"Cholangiocyte","Gigyf2",0.722823669905214,1.6049482872243e-60
"Cholangiocyte","G2e3",0.959168803969227,1.6604350830554e-60
"Cholangiocyte","Anapc4",0.953923613485604,2.12958690288889e-60
"Cholangiocyte","Pou2f1",0.915261974985894,2.1960246558725e-60
"Cholangiocyte","Dcaf1",0.809079083757038,3.27837709848616e-60
"Cholangiocyte","Snrpd2",0.696462822782782,3.48778091914768e-60
"Cholangiocyte","Rab12",0.67870780879523,3.8183745860114e-60
"Cholangiocyte","Polr2m",0.670865951175244,4.67530171264013e-60
"Cholangiocyte","Fkbp9",0.7439093840566,4.96208304146564e-60
"Cholangiocyte","Arhgef10l",0.890193805134812,5.93761593794804e-60
"Cholangiocyte","Cnnm3",1.2608287060763,6.8018209568275e-60
"Cholangiocyte","Mtmr12",0.902421334760519,7.39346674309862e-60
"Cholangiocyte","Mllt3",1.03345407645425,7.85525243937023e-60
"Cholangiocyte","Ccdc127",1.04084417847771,8.10774643729687e-60
"Cholangiocyte","Clcc1",0.977651433229215,8.53539758736256e-60
"Cholangiocyte","Bcar1",0.631578013409567,9.53835889163111e-60
"Cholangiocyte","Tagln2",0.864163061639008,1.06685695282914e-59
"Cholangiocyte","Pqlc1",0.958664576852991,1.41755463318261e-59
"Cholangiocyte","Impdh2",0.78800810534197,2.25366961730104e-59
"Cholangiocyte","Csnk1e",0.783177078603704,2.30988002172687e-59
"Cholangiocyte","Rpap3",0.901140345938521,2.40488447948154e-59
"Cholangiocyte","Mtln",0.53933740432316,2.9811071401995e-59
"Cholangiocyte","Sgk1",0.713636954668609,3.0965756418047e-59
"Cholangiocyte","Apobec3",0.744107327423855,3.80383537265969e-59
"Cholangiocyte","Puf60",0.667128310087995,4.2459881026046e-59
"Cholangiocyte","Btf3l4",1.01546235617773,4.31772124115849e-59
"Cholangiocyte","Jade2",1.00129225020435,5.85738467955645e-59
"Cholangiocyte","Myl12b",0.92377230553561,5.86257714312308e-59
"Cholangiocyte","Saysd1",1.04465957224613,8.14423189472226e-59
"Cholangiocyte","Dnmbp",0.846167919218517,1.02039790904091e-58
"Cholangiocyte","Pdgfb",1.18264687998533,1.09226776390497e-58
"Cholangiocyte","Pck2",1.29402983845786,1.27093705013951e-58
"Cholangiocyte","Tm9sf2",0.648939929432126,1.33267532645455e-58
"Cholangiocyte","Stx3",1.357005309988,1.38764526506057e-58
"Cholangiocyte","Hacd3",0.735075427992848,1.78459964768511e-58
"Cholangiocyte","Rprd1a",1.18001107197902,2.33078357303713e-58
"Cholangiocyte","Eif1a",0.613058870233371,2.79043658344952e-58
"Cholangiocyte","C1galt1",0.694598874667637,3.30771087651971e-58
"Cholangiocyte","Snx14",0.963148750411114,3.78723735276472e-58
"Cholangiocyte","Naxd",0.710058240946722,3.8303374532466e-58
"Cholangiocyte","Exosc7",0.946494852972335,4.21300093568601e-58
"Cholangiocyte","Dcaf5",0.836532571440561,4.50834839787833e-58
"Cholangiocyte","Dctn3",0.535779492729194,1.42741353553916e-57
"Cholangiocyte","Bcap31",0.832187359803903,1.51706614958623e-57
"Cholangiocyte","Rxylt1",0.73788250531626,1.57217259722949e-57
"Cholangiocyte","Rock2",0.64977336435031,2.2629282678532e-57
"Cholangiocyte","Rbm4b",0.996001806208809,2.2683167619863e-57
"Cholangiocyte","Rras",0.870891611273204,2.75984440364275e-57
"Cholangiocyte","Cog7",1.01256452622792,3.13611868777646e-57
"Cholangiocyte","Arsk",1.26529486239449,3.39692141091994e-57
"Cholangiocyte","Hgsnat",0.741840670431896,3.43631151865671e-57
"Cholangiocyte","Tmem242",0.786646334719992,3.65941120350796e-57
"Cholangiocyte","Ralgapa1",1.05091814697683,3.72266025807749e-57
"Cholangiocyte","Bag4",0.65225081465103,4.11711341201659e-57
"Cholangiocyte","Tbca",0.609730444440267,4.76952071470089e-57
"Cholangiocyte","AC149090.1",0.626633735536054,5.24394140968713e-57
"Cholangiocyte","Lcmt1",1.04953567694755,5.99283837164715e-57
"Cholangiocyte","Dyrk2",0.611034153681626,6.4762187340476e-57
"Cholangiocyte","Zmpste24",0.857259033915629,7.84174371872901e-57
"Cholangiocyte","Rsf1",0.811676306704633,8.30221752060006e-57
"Cholangiocyte","Ncoa1",0.889233981947179,9.16936642466452e-57
"Cholangiocyte","Pelp1",1.3741030262897,1.08103808196344e-56
"Cholangiocyte","Snx6",0.797552712037498,1.08393306469101e-56
"Cholangiocyte","Ergic1",0.607495270223171,1.22117142970072e-56
"Cholangiocyte","Shc1",0.763310823116147,1.26435267100576e-56
"Cholangiocyte","Cspp1",0.842774730548367,1.38636032104933e-56
"Cholangiocyte","Brd1",0.87396444209828,1.54423756173893e-56
"Cholangiocyte","Guk1",0.540623251874327,1.56843668807551e-56
"Cholangiocyte","Synrg",0.794073846842612,1.63036250535212e-56
"Cholangiocyte","Cetn3",0.565673602103975,2.60413619586536e-56
"Cholangiocyte","Rai1",1.16828038042547,2.63119522639475e-56
"Cholangiocyte","Baz2b",0.720657941981989,3.15270580858119e-56
"Cholangiocyte","Arntl",0.866220251746437,4.23442331880392e-56
"Cholangiocyte","Akap1",1.0575511448398,6.60292193025089e-56
"Cholangiocyte","Ankrd10",0.848592390394922,7.54255369611957e-56
"Cholangiocyte","Rpp25l",0.765307682764649,1.02511863405737e-55
"Cholangiocyte","Prrc1",0.849209626214423,1.32338143523189e-55
"Cholangiocyte","Sertad1",0.920099191167502,1.44202344240323e-55
"Cholangiocyte","Epc1",1.01694327883754,1.85377572871865e-55
"Cholangiocyte","Ptprj",0.542546025785965,2.03664240010986e-55
"Cholangiocyte","Otud7b",0.505541764324818,2.04929823196444e-55
"Cholangiocyte","Camk1",0.702170675477727,2.09941583735035e-55
"Cholangiocyte","Man1a2",0.721434005690904,2.34307805461011e-55
"Cholangiocyte","Samd4b",0.691225637223701,2.37652297083193e-55
"Cholangiocyte","St3gal4",0.664191837076855,3.45749554483823e-55
"Cholangiocyte","Sec16a",0.730440409317187,4.96887414258165e-55
"Cholangiocyte","Msh2",0.810574486987089,5.83176904471655e-55
"Cholangiocyte","Trappc6a",0.96031924670532,5.8921477082595e-55
"Cholangiocyte","Aga",0.900396870056567,6.17674217512775e-55
"Cholangiocyte","Vps28",0.578057186086756,6.63243372122861e-55
"Cholangiocyte","Slc25a17",0.979198718386153,7.41903983612817e-55
"Cholangiocyte","Hip1r",0.749791028681923,1.04334977615948e-54
"Cholangiocyte","Pip4p2",0.890814540475446,1.18523849983849e-54
"Cholangiocyte","Atf4",0.719896589646384,1.27822733422966e-54
"Cholangiocyte","Rnf181",0.667098462976333,1.62717782451911e-54
"Cholangiocyte","Rnf6",0.670069719299072,1.67464373266461e-54
"Cholangiocyte","Arid4b",0.731708804464572,1.70964318435805e-54
"Cholangiocyte","Gm17018",0.964415261430451,2.02610806911578e-54
"Cholangiocyte","Ruvbl1",0.837297001641161,2.55850450500629e-54
"Cholangiocyte","Cldnd1",0.779230473645308,2.63062341831581e-54
"Cholangiocyte","Kat6b",0.868131951442476,2.90996948402706e-54
"Cholangiocyte","Capns1",0.782558055531964,3.0655252680798e-54
"Cholangiocyte","Cdc16",1.06373407951549,5.77782275028481e-54
"Cholangiocyte","Atf7",0.774552832705302,7.70264505380843e-54
"Cholangiocyte","Psmd10",0.931878505740141,9.27573405593358e-54
"Cholangiocyte","Sept9",0.722299568413254,1.03430275670667e-53
"Cholangiocyte","Galnt11",0.871399527918313,1.08736866199728e-53
"Cholangiocyte","Lrrfip1",0.720434695685206,1.67781338346405e-53
"Cholangiocyte","Rheb",0.542581848160985,1.86433347457461e-53
"Cholangiocyte","Pbxip1",0.697628019904489,1.95543983741908e-53
"Cholangiocyte","Mbp",0.835648419576063,2.06119146934992e-53
"Cholangiocyte","Dbp",0.932385616141314,2.35775128133161e-53
"Cholangiocyte","Siah1a",1.05012007353149,2.92293574571712e-53
"Cholangiocyte","Slc43a2",0.638257468018899,3.02209150394011e-53
"Cholangiocyte","Lysmd3",0.616420930843833,3.12608341313391e-53
"Cholangiocyte","Usp40",0.885860406178617,3.20398437196687e-53
"Cholangiocyte","Tbrg1",0.589705483119328,3.34662223929254e-53
"Cholangiocyte","Fam234a",1.09664146901604,3.39716467516432e-53
"Cholangiocyte","Sertad2",0.773562508403737,3.81319304809815e-53
"Cholangiocyte","Rpa3",0.82515826210411,5.67514446780816e-53
"Cholangiocyte","Phf11d",1.38484750459402,5.94499631625109e-53
"Cholangiocyte","Jund",0.750215812558791,6.39581823972237e-53
"Cholangiocyte","Hikeshi",0.603333728877461,7.25347748594211e-53
"Cholangiocyte","Prmt5",1.06179562747581,7.39130066542086e-53
"Cholangiocyte","Daam1",0.50155230084606,8.17105526651507e-53
"Cholangiocyte","Polr1c",0.928516019684658,9.88115686761774e-53
"Cholangiocyte","Mitf",0.906275797683251,1.00670962465613e-52
"Cholangiocyte","Desi2",0.9285128371207,1.22711015636104e-52
"Cholangiocyte","Zbtb7b",0.90145476714992,1.59425187515892e-52
"Cholangiocyte","Ash1l",0.698779312491419,1.76439620617344e-52
"Cholangiocyte","Wwc2",0.554620124031333,2.69469815382506e-52
"Cholangiocyte","Apex1",0.777450053295436,2.89485305868261e-52
"Cholangiocyte","Igip",0.561701279876765,3.46572291066298e-52
"Cholangiocyte","Dcaf6",0.951665248093356,4.50294068991661e-52
"Cholangiocyte","BC031181",0.529524072833014,6.70418408226241e-52
"Cholangiocyte","Mapk3",0.521833017020213,8.06105580096589e-52
"Cholangiocyte","Dcps",0.972234103565543,8.73737138741376e-52
"Cholangiocyte","Tial1",0.635021593289813,9.68279782070383e-52
"Cholangiocyte","Rad50",0.822941863758721,1.04771013860856e-51
"Cholangiocyte","D10Wsu102e",1.25020946756726,1.26528472421699e-51
"Cholangiocyte","Tmed9",0.659187029686184,1.32659449464954e-51
"Cholangiocyte","Itga5",1.09705336976535,1.79121885021685e-51
"Cholangiocyte","Gnl2",0.771443814744072,1.94699278878322e-51
"Cholangiocyte","Leo1",1.11553031129888,2.00029934314796e-51
"Cholangiocyte","Creb3",1.29526142632442,2.29149007739554e-51
"Cholangiocyte","H2-Q4",0.662649028918722,2.34127866706592e-51
"Cholangiocyte","Pde3b",0.520391450135443,2.43886082494276e-51
"Cholangiocyte","Fbxl3",0.644477230311011,2.46128767050928e-51
"Cholangiocyte","Map2k7",0.61794990245591,2.77504671209092e-51
"Cholangiocyte","Kmt5b",0.613231498432175,2.88527504622241e-51
"Cholangiocyte","Ccdc88c",0.623048954915133,3.17946079719113e-51
"Cholangiocyte","Smim26",0.738048773807988,3.41445628592407e-51
"Cholangiocyte","Acsl5",0.578145620703952,4.24538655810175e-51
"Cholangiocyte","Zbtb6",0.998081205414014,4.68717013266154e-51
"Cholangiocyte","Ccpg1",0.515383757750819,4.69889325676638e-51
"Cholangiocyte","Zfp771",0.696555364318539,5.11897947929778e-51
"Cholangiocyte","Wipf2",0.684614544548956,5.21237429523028e-51
"Cholangiocyte","Kmt5a",0.736473005614402,5.30887923155471e-51
"Cholangiocyte","Cep85",0.682694518609659,5.5311968482935e-51
"Cholangiocyte","Bptf",0.71681256332434,9.24320079972318e-51
"Cholangiocyte","Lage3",0.685611495029203,9.65761517113091e-51
"Cholangiocyte","Kdm2a",0.692145719700431,9.66373948029463e-51
"Cholangiocyte","Vcl",0.773865727925607,1.08483722031727e-50
"Cholangiocyte","Khdc4",0.890444823198442,1.09904402364852e-50
"Cholangiocyte","Klhl9",0.554686367311622,1.10794553094145e-50
"Cholangiocyte","Smpd1",0.980006614878565,1.31013953933561e-50
"Cholangiocyte","Cbx1",0.601119100401327,1.53322041277151e-50
"Cholangiocyte","Gdf15",0.567487667486168,1.73318833778369e-50
"Cholangiocyte","Wdfy3",0.646742835635404,1.89805792422989e-50
"Cholangiocyte","Zfp36l1",0.776535269165609,1.92478569691316e-50
"Cholangiocyte","Tmsb10",0.589126514768187,2.00111496658908e-50
"Cholangiocyte","Usp10",0.792616212645895,2.05157709369931e-50
"Cholangiocyte","Ppp2r1a",0.617087555767678,2.76912706509435e-50
"Cholangiocyte","Ctbp2",1.45647131950535,3.06654302331467e-50
"Cholangiocyte","Txndc15",0.874977450475047,3.35837767203588e-50
"Cholangiocyte","Lman2l",1.30328867319174,3.53927973975577e-50
"Cholangiocyte","Rnf19a",0.784148817820615,3.76876217990783e-50
"Cholangiocyte","Grcc10",0.700863583934307,3.86367191019389e-50
"Cholangiocyte","Caml",0.755580044304653,3.93414097340652e-50
"Cholangiocyte","Polr2h",0.848125536359143,5.13624001102682e-50
"Cholangiocyte","Rc3h1",0.669123574985616,5.69931167712617e-50
"Cholangiocyte","Eif4g3",0.814849108056206,6.20114461299936e-50
"Cholangiocyte","Tm2d2",0.521335691069988,6.35351265987723e-50
"Cholangiocyte","Ing2",0.720670766140312,6.53741817045878e-50
"Cholangiocyte","Zbtb33",0.715856684692529,7.77092315714185e-50
"Cholangiocyte","Clptm1",0.746437972278745,7.89241893949857e-50
"Cholangiocyte","Srgap2",0.523947590382205,8.30508371469071e-50
"Cholangiocyte","Luc7l3",0.606783792328874,1.05165197490908e-49
"Cholangiocyte","Cask",0.986770996967913,1.11881229485669e-49
"Cholangiocyte","Nsmce1",0.728325379797992,1.1419826130367e-49
"Cholangiocyte","Rtcb",0.595702628752462,1.17453205456056e-49
"Cholangiocyte","Eif1ax",0.544939632328058,1.30779003673601e-49
"Cholangiocyte","Rabac1",0.65983010945712,2.304406521794e-49
"Cholangiocyte","Nceh1",0.683885854734081,2.6015380234963e-49
"Cholangiocyte","Polr2j",0.550353723146211,2.6760494691604e-49
"Cholangiocyte","Eprs",0.59917992400467,2.87393384236199e-49
"Cholangiocyte","Ilf2",0.82709133578147,2.88561850802793e-49
"Cholangiocyte","Brd3",0.595475014870843,3.41561897059835e-49
"Cholangiocyte","Lsm7",0.656628876228578,3.85445328623206e-49
